shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
6,25.76718,-80.19528,181
6,25.76435,-80.19527,182
6,25.7635755,-80.1952235,183
6,25.7633638,-80.1951779,184
7,25.7782593,-80.1776414,1
7,25.7782550,-80.1771200,2
7,25.7782010,-80.1769690,3
7,25.7781180,-80.1768400,4
7,25.7780090,-80.1767390,5
7,25.7778800,-80.1766710,6
7,25.7775670,-80.1766040,7
7,25.7772870,-80.1766050,8
7,25.7771870,-80.1766920,9
7,25.7771030,-80.1768920,10
7,25.7771310,-80.1770210,11
7,25.7771520,-80.1770850,12
7,25.7772580,-80.1772790,13
7,25.7775100,-80.1776780,14
7,25.7778200,-80.1781350,15
7,25.7781070,-80.1786550,16
7,25.7785070,-80.1796020,17
7,25.7790220,-80.1807860,18
7,25.7797340,-80.1823980,19
7,25.7800570,-80.1832220,20
7,25.7802350,-80.1838180,21
7,25.7803750,-80.1846560,22
7,25.7804040,-80.1855540,23
7,25.7803230,-80.1864990,24
7,25.7802500,-80.1874430,25
7,25.7800940,-80.1887430,26
7,25.7800830,-80.1893590,27
7,25.7800380,-80.1903500,28
7,25.7799440,-80.1904800,29
7,25.7791040,-80.1904460,30
7,25.7782320,-80.1904290,31
7,25.7772630,-80.1903960,32
7,25.7753240,-80.1903200,33
7,25.7752430,-80.1903370,34
7,25.7752360,-80.1904290,35
7,25.7751850,-80.1923900,36
7,25.7751500,-80.1936430,37
7,25.7750900,-80.1955910,38
7,25.7750000,-80.1976140,39
7,25.7749550,-80.1976980,40
7,25.7748730,-80.1977220,41
7,25.7734030,-80.1977020,42
7,25.7729270,-80.1976930,43
7,25.7715500,-80.1976520,44
7,25.7705280,-80.1976570,45
7,25.7693975,-80.1975966,46
7,25.7691138,-80.1975711,47
7,25.7684630,-80.1975550,48
7,25.7678490,-80.1975480,49
7,25.7671700,-80.1975110,50
7,25.7664410,-80.1974700,51
7,25.7663389,-80.1974091,52
7,25.7662900,-80.1973000,53
7,25.7663430,-80.1954360,54
7,25.7662710,-80.1953180,55
7,25.7638610,-80.1952550,56
7,25.7637950,-80.1953960,57
7,25.7638270,-80.1955340,58
7,25.7639380,-80.1955778,59
7,25.7646733,-80.1956126,60
7,25.7653231,-80.1956239,61
7,25.7653812,-80.1957113,62
7,25.7653530,-80.1972960,63
7,25.7653300,-80.1973780,64
7,25.7652830,-80.1974140,65
7,25.7644440,-80.1973830,66
7,25.7644140,-80.1974110,67
7,25.7643970,-80.1974540,68
7,25.7643290,-80.1989490,69
7,25.7642260,-80.1990270,70
7,25.7624690,-80.1989160,71
7,25.7624120,-80.1988500,72
7,25.7624360,-80.1973930,73
7,25.7623990,-80.1973440,74
7,25.7623520,-80.1973160,75
7,25.7616620,-80.1972830,76
7,25.7615700,-80.1973230,77
7,25.7615160,-80.1974050,78
7,25.7615010,-80.1983790,79
7,25.7615060,-80.1992320,80
7,25.7614600,-80.1995530,81
7,25.7612510,-80.1998880,82
7,25.7612460,-80.1999020,83
7,25.7610490,-80.2001940,84
7,25.7598520,-80.2019340,85
7,25.7589530,-80.2032450,86
7,25.7561220,-80.2073230,87
7,25.7531410,-80.2116830,88
7,25.7519090,-80.2134580,89
7,25.7517590,-80.2134460,90
7,25.7516470,-80.2133420,91
7,25.7503410,-80.2122300,92
7,25.7501380,-80.2122950,93
7,25.7498920,-80.2128650,94
7,25.7497650,-80.2129620,95
7,25.7496420,-80.2128800,96
7,25.7496430,-80.2125550,97
7,25.7498460,-80.2120450,98
7,25.7499110,-80.2120130,99
7,25.7500920,-80.2120620,100
7,25.7502280,-80.2120070,101
7,25.7506170,-80.2110430,102
7,25.7522770,-80.2123820,103
7,25.7524080,-80.2124940,104
7,25.7524370,-80.2126110,105
7,25.7511380,-80.2145560,106
7,25.7510700,-80.2162530,107
7,25.7509250,-80.2221180,108
7,25.7506850,-80.2303800,109
7,25.7499650,-80.2544010,110
7,25.7499680,-80.2546160,111
7,25.7517030,-80.2567820,112
7,25.7523150,-80.2567830,113
7,25.7523530,-80.2568360,114
7,25.7523630,-80.2569160,115
7,25.7522410,-80.2585500,116
7,25.7521460,-80.2587390,117
7,25.7519550,-80.2587880,118
7,25.7505050,-80.2587140,119
7,25.7487800,-80.2586850,120
7,25.7486770,-80.2586370,121
7,25.7486400,-80.2585080,122
7,25.7487610,-80.2566190,123
7,25.7488770,-80.2547070,124
7,25.7489360,-80.2545600,125
7,25.7490670,-80.2544940,126
7,25.7497430,-80.2545170,127
7,25.7497910,-80.2545030,128
7,25.7498060,-80.2544140,129
7,25.7498680,-80.2522000,130
7,25.7504710,-80.2321850,131
7,25.7505240,-80.2299570,132
7,25.7507880,-80.2220830,133
7,25.7508470,-80.2199320,134
7,25.7509160,-80.2175220,135
7,25.7509980,-80.2149280,136
7,25.7510350,-80.2144370,137
7,25.7516190,-80.2135300,138
7,25.7516310,-80.2134460,139
7,25.7515850,-80.2133560,140
7,25.7503220,-80.2122680,141
7,25.7501610,-80.2123220,142
7,25.7499150,-80.2128840,143
7,25.7497710,-80.2129900,144
7,25.7496180,-80.2128940,145
7,25.7496180,-80.2125410,146
7,25.7498230,-80.2120340,147
7,25.7499100,-80.2119850,148
7,25.7500920,-80.2120310,149
7,25.7502150,-80.2119800,150
7,25.7506090,-80.2110070,151
7,25.7523660,-80.2124030,152
7,25.7529280,-80.2115750,153
7,25.7552660,-80.2081140,154
7,25.7582100,-80.2038500,155
7,25.7609060,-80.1999700,156
7,25.7612840,-80.1995080,157
7,25.7613610,-80.1993770,158
7,25.7614120,-80.1991180,159
7,25.7614080,-80.1989280,160
7,25.7612380,-80.1986240,161
7,25.7604930,-80.1973600,162
7,25.7605080,-80.1972630,163
7,25.7606830,-80.1971870,164
7,25.7615560,-80.1972110,165
7,25.7624610,-80.1972420,166
7,25.7633730,-80.1972850,167
7,25.7634120,-80.1972140,168
7,25.7634600,-80.1956630,169
7,25.7634950,-80.1955960,170
7,25.7635400,-80.1956050,171
