shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence
3,25.86691797,-80.2845937,90
3,25.86675868,-80.29064476,91
3,25.86676351,-80.29482365,92
3,25.8667442,-80.30327797,93
3,25.86669111,-80.31214535,94
3,25.86671524,-80.31819642,95
3,25.86666697,-80.32206416,96
3,25.8668697,-80.32465518,97
3,25.86716415,-80.32568514,98
3,25.86714001,-80.32584071,99
3,25.86312875,-80.32573342,100
3,25.8598511,-80.32560468,101
3,25.85978352,-80.32551348,102
3,25.85976421,-80.32489657,103
3,25.8596918,-80.32483757,104
3,25.85845602,-80.32484829,105
3,25.85778019,-80.32477319,106
3,25.85723953,-80.32473564,107
3,25.85718643,-80.3246069,108
3,25.85722988,-80.32378614,109
3,25.85731194,-80.32373786,110
3,25.85766434,-80.3237325,111
3,25.85775606,-80.3236413,112
3,25.85775606,-80.32326579,113
3,25.85782364,-80.32317996,114
3,25.85907391,-80.32321215,115
3,25.85913666,-80.32330334,116
3,25.85915115,-80.32377541,117
3,25.85920907,-80.32383442,118
3,25.85956146,-80.32385051,119
3,25.85963387,-80.32392025,120
3,25.85965801,-80.32473564,121
3,25.85978352,-80.32480001,122
3,25.85981731,-80.32495022,123
3,25.85983179,-80.32838881,124
3,25.85982696,-80.32919884,125
3,25.85987523,-80.32932758,126
3,25.86007798,-80.32943487,127
3,25.86073931,-80.33032537,128
3,25.86085516,-80.33060431,129
3,25.8608793,-80.33082426,130
3,25.86093722,-80.33102274,131
3,25.86248192,-80.33307731,132
3,25.86523818,-80.33681631,133
3,25.86666214,-80.33869922,134
3,25.86711588,-80.33899963,135
3,25.86742963,-80.33897817,136
3,25.86810057,-80.33895671,137
3,25.86973688,-80.33894598,138
3,25.87114148,-80.33896744,139
3,25.87404235,-80.33910155,140
3,25.87695762,-80.33923566,141
3,25.87963149,-80.33935905,142
3,25.88158618,-80.33944488,143
3,25.88408621,-80.33955753,144
3,25.88422617,-80.33975065,145
3,25.88421169,-80.34070551,146
3,25.88421169,-80.34365058,147
3,25.88418273,-80.34760416,148
3,25.88419239,-80.35169184,149
3,25.88417308,-80.35558105,150
3,25.88428408,-80.35627306,151
3,25.88429856,-80.36168575,152
3,25.88421169,-80.36241531,153
3,25.88421169,-80.3625226,154
3,25.8863497,-80.36532819,155
3,25.88794715,-80.36743641,156
3,25.8908476,-80.37137926,157
3,25.89254633,-80.37370205,158
3,25.89457319,-80.37648618,159
3,25.89575552,-80.37796676,160
3,25.89630565,-80.37833154,161
3,25.8964649,-80.37850857,162
3,25.89665793,-80.37845492,163
3,25.89740109,-80.37773073,164
4,25.89740351,-80.37773341,1
4,25.89766892,-80.37753224,2
4,25.89850135,-80.37670612,3
4,25.89859786,-80.37630379,4
4,25.89855443,-80.37265599,5
4,25.89840001,-80.37255406,6
4,25.89518125,-80.3723824,7
4,25.89231469,-80.3722322,8
4,25.89175005,-80.37222683,9
4,25.89150875,-80.37234485,10
4,25.88841528,-80.36819816,11
4,25.88524933,-80.36392272,12
4,25.88420204,-80.36249042,13
4,25.88421652,-80.36166966,14
4,25.88420686,-80.35637498,15
4,25.88409103,-80.35551667,16
4,25.88410069,-80.35237312,17
4,25.88408138,-80.34791529,18
4,25.88410551,-80.3411293,19
4,25.88413447,-80.33976674,20
4,25.88401381,-80.33966482,21
4,25.88162479,-80.33952534,22
4,25.87696727,-80.33931613,23
4,25.87290325,-80.33914447,24
4,25.8700458,-80.33901572,25
4,25.86833226,-80.33901036,26
4,25.86726551,-80.33902645,27
4,25.86704347,-80.33900499,28
4,25.86665732,-80.33875287,29
4,25.8659381,-80.33781946,30
4,25.86245778,-80.33314168,31
4,25.86094205,-80.33108175,32
4,25.86084551,-80.33078671,33
4,25.86079723,-80.33048093,34
4,25.86013108,-80.32952607,35
4,25.85983179,-80.3292954,36
4,25.859798,-80.32900572,37
4,25.85975938,-80.3249073,38
4,25.85964835,-80.32486975,39
4,25.85845602,-80.32484293,40
4,25.85772709,-80.32476246,41
4,25.85724918,-80.32474101,42
4,25.85720091,-80.32460153,43
4,25.85724436,-80.32380223,44
4,25.85732642,-80.32374859,45
4,25.85768847,-80.32370031,46
4,25.85774157,-80.32326043,47
4,25.85783329,-80.32316923,48
4,25.85904977,-80.32319605,49
4,25.85913666,-80.32333553,50
4,25.85915597,-80.32378614,51
4,25.85920907,-80.32383978,52
4,25.85961456,-80.32386661,53
4,25.85964353,-80.32397389,54
4,25.85968214,-80.32476246,55
4,25.85975938,-80.32481074,56
4,25.85981731,-80.32493412,57
4,25.85984627,-80.32552958,58
4,25.85994764,-80.32559931,59
4,25.86233228,-80.32562613,60
4,25.86660422,-80.32575488,61
4,25.8670483,-80.32577634,62
4,25.86711588,-80.32567441,63
4,25.86677316,-80.32454789,64
4,25.86664766,-80.32365203,65
4,25.8665463,-80.32243967,66
4,25.8664932,-80.32040119,67
4,25.86652216,-80.31725764,68
4,25.86652699,-80.31446815,69
4,25.8665463,-80.30695796,70
4,25.86654147,-80.30353546,71
4,25.86657526,-80.29898107,72
4,25.86658491,-80.2950865,73
4,25.86659457,-80.29014587,74
4,25.8667442,-80.28628886,75
4,25.86683109,-80.28317213,76
4,25.86678282,-80.28310776,77
4,25.86480375,-80.28300583,78
4,25.86317702,-80.28298438,79
4,25.8614296,-80.28289318,80
4,25.85954698,-80.28282881,81
4,25.85797811,-80.28279126,82
4,25.85564167,-80.28268397,83
4,25.85256173,-80.28258741,84
4,25.85092519,-80.28250694,85
4,25.84871412,-80.28242111,86
4,25.84474086,-80.28223336,87
4,25.84297867,-80.28217435,88
4,25.84098955,-80.28208315,89
4,25.84085919,-80.28196514,90
4,25.84096541,-80.28011978,91
4,25.84104266,-80.28001249,92
4,25.8412744,-80.28001785,93
4,25.84135648,-80.27995348,94
4,25.84136131,-80.27941704,95
4,25.84137579,-80.27812958,96
4,25.84126475,-80.27808666,97
4,25.8410668,-80.27804911,98
4,25.84100403,-80.27788818,99
4,25.84109094,-80.27414918,100
4,25.84120681,-80.27397752,101
4,25.84148683,-80.27398825,102
4,25.84309454,-80.27407408,103
4,25.84518019,-80.27421355,104
4,25.84843411,-80.27442276,105
4,25.85065967,-80.2745676,106
4,25.85134519,-80.27461052,107
4,25.8514707,-80.27477145,108
4,25.85135484,-80.27809203,109
4,25.85121967,-80.28031826,110
4,25.85111346,-80.28039336,111
4,25.85033139,-80.28036654,112
4,25.85004173,-80.28051674,113
4,25.8498438,-80.28064549,114
4,25.84959276,-80.28068304,115
4,25.84917758,-80.28064013,116
4,25.84781616,-80.28062403,117
4,25.84756995,-80.28056502,118
4,25.84748788,-80.2804631,119
4,25.84755547,-80.27969599,120
4,25.84766168,-80.27961552,121
4,25.84808652,-80.27954042,122
4,25.84815411,-80.27947605,123
4,25.84814445,-80.27937412,124
4,25.84799479,-80.27937412,125
4,25.8474396,-80.27945459,126
4,25.84694717,-80.27955651,127
4,25.84666233,-80.27945459,128
4,25.84659474,-80.2793473,129
4,25.84668647,-80.27922392,130
4,25.84687958,-80.27922392,131
4,25.8473865,-80.27940094,132
4,25.84833756,-80.27923465,133
4,25.84916792,-80.27911663,134
4,25.84976655,-80.27909517,135
4,25.8506307,-80.2791059,136
4,25.85079001,-80.27897179,137
4,25.85079484,-80.2787143,138
4,25.85090588,-80.27852654,139
4,25.85121001,-80.27847826,140
4,25.85128243,-80.27715325,141
4,25.85135967,-80.274809,142
4,25.85128726,-80.27468026,143
4,25.85010449,-80.27459979,144
4,25.84682165,-80.2744174,145
4,25.84487604,-80.27427256,146
4,25.84467809,-80.27406871,147
4,25.84467809,-80.27319431,148
4,25.84478431,-80.27037263,149
4,25.84478431,-80.26855946,150
4,25.84521881,-80.26632249,151
4,25.84545538,-80.26617229,152
4,25.84700993,-80.26619911,153
4,25.8491293,-80.26630104,154
4,25.85110381,-80.2663815,155
4,25.85277897,-80.2664566,156
4,25.85428998,-80.26649415,157
4,25.85618716,-80.26651561,158
4,25.8585236,-80.2665478,159
4,25.86043037,-80.26654243,160
4,25.86212954,-80.26659608,161
4,25.86387695,-80.2666229,162
4,25.86561951,-80.26666582,163
4,25.86688418,-80.26666582,164
4,25.86907078,-80.26673555,165
4,25.87093876,-80.26676774,166
4,25.87260882,-80.26682138,167
4,25.8739072,-80.26685357,168
4,25.87670663,-80.26698232,169
4,25.87834283,-80.26708961,170
4,25.87945774,-80.26704669,171
4,25.88152344,-80.2671057,172
4,25.88175993,-80.26707888,173
4,25.88182267,-80.26692867,174
4,25.88183233,-80.26544809,175
4,25.88148966,-80.26507258,176
4,25.88134969,-80.26517451,177
